# 📡 Master Directory - AI Search Index
To fetch full details, request the corresponding JSON file at: https://rink-git-cron.vercel.app/api/master_directory/{ID}.json

[id] Instruments | Institute: Institution Name | Location: District | Tags: tag
[inst_100344] Deep Freezer (-85° C) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, pharmaceuticals, genomics
[inst_100345] Quartz Double Distillation Unit | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, water_quality, green_chem, pharmaceuticals
[inst_100346] HiLoop Auto Sterilizer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: food_safety, microbiology, cell_culture, pharmaceuticals
[inst_100347] Digital Microbalance Laminar Flow Hood | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100348] Sieve shaker and ASTM dry sieves | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis,geosciences,metrology,analytical_chem
[inst_100349] ASTM wet sieves | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis,geosciences,metrology,analytical_chem
[inst_100350] Hot air oven | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: food_safety, microbiology, pharmaceuticals, analytical_chem
[inst_100351] Permeability Apparatus | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, geosciences, water_quality, analytical_chem
[inst_100352] Infrared moisture balance | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, soil_analysis, food_safety, crop_science
[inst_100353] Electronic Balance | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, metrology, pharmaceuticals, food_safety
[inst_100354] Liquid limit Apparatus / Casagrande apparatus (India) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, geosciences, analytical_chem, metrology
[inst_100355] Double ring infiltrometer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, geosciences, water_quality, crop_science
[inst_100356] Laboratory Vane Shear Apparatus | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, metrology, geosciences
[inst_100357] Core Extruder - vertical | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, geosciences
[inst_100358] Deep Freezer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: food_safety, microbiology, cell_culture, pharmaceuticals
[inst_100359] Handheld Multiparameter instrument - Probe | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, geosciences
[inst_100360] Handheld Multiparameter instrument | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, geosciences
[inst_100361] ABEM Terrameter 300C (Sweden) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: geosciences, soil_analysis, water_quality
[inst_100362] ABEM Terrameter Multi-electrode system LSv2 -2D (Sweden) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: geosciences, soil_analysis, water_quality, analytical_chem
[inst_100363] CRM AUTOC Aquameter (India) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, geosciences
[inst_100364] Dumpy level (China) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: metrology, geosciences, water_quality, soil_analysis
[inst_100365] Van veen grab (India) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: marine_tech, geosciences, water_quality
[inst_100366] Hand Auger (India) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, geosciences, crop_science
[inst_100367] Laser Distance Meter | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: metrology, geosciences, water_quality
[inst_100368] Water Level Sounder (Germany) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, geosciences, analytical_chem
[inst_100369] Electronic Balance (Germany) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, metrology
[inst_100370] Turbidity meter (USA) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, soil_analysis
[inst_100371] Total Station(SOKKIA SET 550Rx, Japan) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: geosciences, metrology, water_quality
[inst_100372] Robotic Total Station (Leica TS13, Switzerland) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: geosciences, metrology, water_quality
[inst_100373] Echosounder (ECHOTRAC, Teledyne Marine, USA) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: marine_tech, geosciences, metrology
[inst_100374] Echo sounder (TAMAYA TDM 9000B, Japan) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: marine_tech, geosciences, metrology
[inst_100375] Digital Theodolite (SOKKIA DT6, Japan) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: geosciences, metrology, water_quality
[inst_100376] Electronic Distance Meter (SOKKIA RED2A), Japan | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: metrology, geosciences, water_quality
[inst_100377] Electronic Balance (Wensar, India) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, metrology, food_safety, water_quality
[inst_100378] Current Meter- Suspension type (Emcon, India) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, geosciences, analytical_chem, metrology
[inst_100379] Flow Meter- Rotor type (Emcon, India) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, metrology, geosciences
[inst_100380] Soil Moisture profile Probeand Accessories (PR2 Delta T Devices, UK) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, crop_science, water_quality, geosciences
[inst_100381] Suspended Sediment Sampler - Punjab Type(Steel Fabricators, India) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, geosciences, analytical_chem, soil_analysis
[inst_100382] Bed Load Sampler (MSV Automation,India) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: geosciences, soil_analysis, water_quality, analytical_chem
[inst_100383] Rain gauge, India | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality,geosciences,crop_science
[inst_100384] Pan Evaporimeter, India | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, geosciences, crop_science
[inst_100385] Wind Vane, India | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: geosciences, water_quality
[inst_100386] Anemometer, India | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: geosciences, metrology, water_quality
[inst_100387] Sunshine Recorder, India | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: solar_energy, crop_science, metrology, geosciences
[inst_100388] Chipping machine-manual | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, crop_science, metrology
[inst_100389] Electrical dryer | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, analytical_chem, crop_science
[inst_100390] Flour mill (hammer type) | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, crop_science, analytical_chem
[inst_100391] Dry blender (horizontal ribbon type) | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, crop_science, analytical_chem
[inst_100392] Kneading machine | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, polymers, additive_mfg
[inst_100393] Pasta making machine- table top and stand alone type | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, crop_science, additive_mfg
[inst_100394] Twin screw extruder | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, polymers, additive_mfg
[inst_100395] Floor type sheet making and diamond shape slice forming machine | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, crop_science, additive_mfg
[inst_100396] Mixture making machine with different types of jalis s | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, crop_science, additive_mfg
[inst_100397] Two burner range (Industrial type) | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, analytical_chem
[inst_100398] Packaging machine: hand and pedal operated, band type | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, polymers, textiles
[inst_100399] Deep fat fryer (basket type) | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: food_safety, analytical_chem
[inst_100400] Biogas plant | Institute: ICAR -Central Tuber Crops ResearchInstitute(CTCRI) | Location: Trivandrum | Tags: crop_science, green_chem, microbiology, analytical_chem
[inst_100401] StepOne™ Real-Time PCR System | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: genomics, microbiology, diagnostics, crop_science
[inst_100402] Microchip Electrophoresis System for DNA/RNA Analysis | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: genomics, microbiology, diagnostics, pharmaceuticals
[inst_100403] Atomic Absorption Spectrometer (AAS) | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: analytical_chem, soil_analysis, water_quality, food_safety
[inst_100404] Flame Photometer | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: analytical_chem, soil_analysis, water_quality, crop_science
[inst_100405] Microtome and compound microscope for image capturing | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: microbiology, cell_culture, diagnostics
[inst_100406] Gas Chromatography /Mass spectrometry(GCMS) | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: food_safety, pharmaceuticals, analytical_chem, water_quality
[inst_100407] Compound Microscope with image capturing | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: microbiology, cell_culture, diagnostics, crop_science
[inst_100408] Flow Cytometer | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100409] : BIOLOG | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: microbiology, food_safety, crop_science, soil_analysis
[inst_100410] Kelplus Nitrogen Estimation System | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: soil_analysis, food_safety, analytical_chem, crop_science
[inst_100411] Total Organic Carbon Analyzer | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: analytical_chem, water_quality, soil_analysis, green_chem
[inst_100412] Moisture Analyzer | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: food_safety, soil_analysis, crop_science, analytical_chem
[inst_100413] Spectrophotometer | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: analytical_chem, food_safety, pharmaceuticals, water_quality
[inst_100414] Infinite 200 PRO Plate reader - Tecan Life Sciences | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: microbiology, cell_culture, pharmaceuticals, diagnostics
[inst_100415] Portable Photosynthesis System. | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: crop_science, soil_analysis, analytical_chem
[inst_100416] Apple Mac Pro: 3.0GHz 6-Core Intel Xeon E5 workstation | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: bioinformatics, genomics, diagnostics
[inst_100417] Dell Optiplex 7050 MT (Intel Core i7 7700/32GB/2TB), Black workstation | Institute: ICAR -Central Plantation Crops Research Institute, Kayamkulam | Location: Alappuzha | Tags: bioinformatics, genomics, crop_science, microbiology
[inst_100418] Automatic Tissue Processor | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, pharmaceuticals
[inst_100419] Cryomicrotome | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, marine_tech, diagnostics
[inst_100420] Gas Chromatograph (GC) | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, marine_tech, food_safety, pharmaceuticals
[inst_100421] High Performance Liquid Chromatograph (HPLC) | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, food_safety, pharmaceuticals, water_quality
[inst_100422] High Speed Refrigerated Centrifuge | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: cell_culture, microbiology, pharmaceuticals, analytical_chem
[inst_100423] Ice Flaker | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: food_safety, marine_tech, microbiology, pharmaceuticals
[inst_100424] Microscope Leica, DMLB 2 | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology,cell_culture,diagnostics,marine_tech
[inst_100425] Microscope Leica, S8 APO | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, marine_tech, cell_culture, metrology
[inst_100426] Semi-automatic Microtome | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, pharmaceuticals, diagnostics
[inst_100427] Semi-micro Calorimeter | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: food_safety, marine_tech, analytical_chem, metrology
[inst_100428] Spectrophotometer (UV/Vis) Thermo Spectronic,
Genesys-5 | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: pharmaceuticals, analytical_chem, food_safety, marine_tech
[inst_100429] Spectrophotometer (UV/Vis) Thermo Spectronic,
Genesys -10 | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, marine_tech, food_safety, water_quality
[inst_100430] Spectrophotometer (UV/Vis)  Hitachi, U-2010 | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, food_safety, pharmaceuticals
[inst_100431] Transmission Electron Microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: nanotech, metallurgy, surface_science, analytical_chem
[inst_100432] Ultra-low Temperature Freezer | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: food_safety, microbiology, pharmaceuticals, cell_culture
[inst_100433] Voltametric Trace Analyser | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, water_quality, marine_tech, food_safety
[inst_100434] Water Purification System | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, water_quality, pharmaceuticals, microbiology
[inst_100435] Fish Aging Equipment | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, analytical_chem
[inst_100436] Microscope Motic, BA 210 | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, marine_tech
[inst_100437] Shaking Incubator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100438] Microscope : Carl Zeiss, Stemi 2000 | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, microbiology, analytical_chem, food_safety
[inst_100439] Atomic Absorption Spectrophotometer | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, water_quality, food_safety, geosciences
[inst_100440] Automatic Grainsize Analyser | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: geosciences, soil_analysis, marine_tech, analytical_chem
[inst_100441] Microscope  Leica, MZ6
Stereo-zoom microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, microbiology, cell_culture
[inst_100442] Microscope : Leica, S6 D
Stereo-zoom microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, microbiology, cell_culture, metrology
[inst_100443] Microscope Leica, DM 500
Compound microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, marine_tech
[inst_100444] Microwave Digestion System | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, food_safety, soil_analysis, pharmaceuticals
[inst_100445] Muffle Furnace | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, metallurgy, geosciences, soil_analysis
[inst_100446] Fluorescence Spectrophotometer | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, diagnostics, pharmaceuticals, marine_tech
[inst_100447] Laminar Air Flow | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100448] Microscope : Carl Zeiss, Axioskop 40
Compound microscope
with camera attachment | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, marine_tech
[inst_100449] Microscope Leica, DMIL
Inverted microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics
[inst_100450] PCR Thermocycler | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: genomics, microbiology, diagnostics, cell_culture
[inst_100451] UV Transilluminator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: genomics, microbiology, cell_culture, diagnostics
[inst_100452] Microscope Carl Zeiss, Axioskop 40 Compound microscope
with camera attachment | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, marine_tech
[inst_100453] Microscope : Leica, S8 APO
Stereo-zoom microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, microbiology, cell_culture, genomics
[inst_100454] Biophotometer | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, genomics, analytical_chem, pharmaceuticals
[inst_100455] CO 2 Incubator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100456] Column Chromatography System | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, food_safety, pharmaceuticals, marine_tech
[inst_100457] Electrophoresis Unit | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: genomics, microbiology, cell_culture, pharmaceuticals
[inst_100458] Electroporator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: cell_culture, microbiology, genomics, pharmaceuticals
[inst_100459] ELISA Plate Reader | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, pharmaceuticals, diagnostics, food_safety
[inst_100460] Fluorescence Spectrophotometer Varian, USA | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, food_safety, pharmaceuticals, marine_tech
[inst_100461] Gel Documentation System | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: genomics, microbiology, cell_culture, pharmaceuticals
[inst_100462] Hybridisation Oven | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: genomics, microbiology, cell_culture
[inst_100463] Kjeltec, Soxtec, Fibertec Digestion System | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: food_safety, analytical_chem, marine_tech, crop_science
[inst_100464] Lyophiliser Martin Christ,
Alpha 1- 4 LD plus,
Germany | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: pharmaceuticals, cell_culture, microbiology, marine_tech
[inst_100465] Microscope Leica, DMLS
Compound microscope
with image analysing
software | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, marine_tech
[inst_100466] Microscope : Nikon, TS 100
Inverted microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, marine_tech
[inst_100467] Microscope : Nikon, SMZ 1000
Stereo-zoom microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, microbiology, cell_culture, metrology
[inst_100468] Microscope Nikon, ECLIPSE 80i
Compound microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: cell_culture, microbiology, diagnostics, marine_tech
[inst_100469] Orbital Shaker | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, food_safety, marine_tech
[inst_100470] Realtime PCR Thermocycler | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: genomics, microbiology, diagnostics, bioinformatics
[inst_100471] Refrigerated Centrifuge | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, pharmaceuticals, genomics
[inst_100472] Refrigerated Incubator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100473] Refrigerated Shaking Incubator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100474] Rotary Vacuum Evaporator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, pharmaceuticals, green_chem, marine_tech
[inst_100475] Shaking Incubator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100476] Shaking Waterbath | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: food_safety, microbiology, cell_culture, pharmaceuticals
[inst_100477] Twin-screw Extruder HTPL, Kolkatta
Horizontal and vertical | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: food_safety, polymers, marine_tech, additive_mfg
[inst_100478] Ultra-sonicator | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, food_safety, pharmaceuticals, marine_tech
[inst_100479] Circulating Bath with Digital Controller | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, microbiology, cell_culture, pharmaceuticals
[inst_100480] Current Profiler | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, geosciences, metrology
[inst_100481] Fluorometer YSI Inc., 6600V2-03, USA | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, water_quality, analytical_chem
[inst_100482] Issacs-kidd Midwater Trawl | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, analytical_chem
[inst_100483] Microscope  Carl Zeiss, Axiostar
Compound microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology,cell_culture,diagnostics,marine_tech
[inst_100484] Microscope : Leica, DM 2000B
Compound microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, marine_tech
[inst_100485] Night Vision Binocular | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, metrology
[inst_100486] Plankton Net | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, microbiology, water_quality
[inst_100487] PCR Thermocycler | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: genomics, microbiology, diagnostics, cell_culture
[inst_100488] Remote Operated Vehicle | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, geosciences
[inst_100489] Spectrophotometer (UV/Vis) | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: pharmaceuticals, analytical_chem, food_safety, polymers
[inst_100490] Squid Jigging Machinery | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, food_safety
[inst_100491] Underwater Camera | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, water_quality, geosciences
[inst_100492] Underway CTD | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: marine_tech, geosciences, water_quality, analytical_chem
[inst_100493] Microscope Leica, DM 2000 | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: cell_culture, microbiology, diagnostics, marine_tech
[inst_100494] High Performance Liquid Chromatograph (HPLC) | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: food_safety, pharmaceuticals, analytical_chem, marine_tech
[inst_100495] Microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics, marine_tech
[inst_100496] Microscope | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: microbiology, cell_culture, diagnostics
[inst_100497] Spectrophotometer (UV/Vis) Thermo Fisher | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: pharmaceuticals, analytical_chem, food_safety, marine_tech
[inst_100498] Spectrophotometer (UV/Vis) Thermo Spectronic, USA
Genesys-5 | Institute: ICAR-Central Marine Fisheries Research Institute (ICAR-CMFRI) | Location: Ernakulam | Tags: analytical_chem, pharmaceuticals, food_safety, marine_tech
